Year,Player,GP,PPG,PTS,FGA,FG%,rFG%
2016,Rasual Butler,46,0.8,38,32,59.4,5.4
2012,Keyon Dooling,46,0.8,38,37,51.4,-2.1
2020,Mike Muscala,47,0.8,38,36,52.8,-2.9
2021,Tony Snell,47,0.8,36,45,40,-16.1
2002,Bimbo Coles,47,0.8,38,49,38.8,-13.9
2005,Mike Wilks,48,0.8,36,36,50,-3.1
2007,Keith McLeod,48,0.8,38,45,42.2,-12.5
2001,Elliot Perry,49,0.8,38,30,63.3,11.3
2011,Jason Collins,49,0.8,40,37,54.1,-0.4
2002,Travis Knight,49,0.8,40,38,52.6,0
2007,Dee Brown,49,0.8,38,46,41.3,-13.4
1999,Mark West,49,0.8,40,51,39.2,-12.6
1999,Danny Ferry,50,0.8,38,30,63.3,11.5
2021,Maxi Kleber,50,0.8,42,45,46.7,-9.4
2019,Troy Daniels,51,0.8,42,43,48.8,-6.7
2001,Tracy Murray,51,0.8,42,51,41.2,-10.8
2015,Shabazz Napier,51,0.8,40,52,38.5,-15
2022,Tony Snell,53,0.8,40,36,55.6,-1.1
2019,Quincy Pondexter,53,0.8,42,36,58.3,2.8
2008,Casey Jacobsen,53,0.8,42,36,58.3,3.9
2018,Arron Afflalo,53,0.8,40,38,52.6,-2.7
2017,Shabazz Napier,53,0.8,40,47,42.6,-12.6
2001,Dan Majerle,53,0.8,42,50,42,-10
1997,Henry James,53,0.8,44,55,40,-12
1997,Alton Lister,53,0.8,44,56,39.3,-12.7
2022,Armoni Brooks,54,0.8,44,35,62.9,6.2
2001,Matt Maloney,55,0.8,44,47,46.8,-5.2
2020,Terrance Ferguson,56,0.8,42,38,55.3,-0.4
2007,Mark Madsen,56,0.8,42,39,53.8,-0.9
2007,Eddie House,56,0.8,44,41,53.7,-1.1
2000,Charles R. Jones,56,0.8,44,51,43.1,-9.8
2006,Lamond Murray,57,0.8,48,42,57.1,3.3
2020,Marco Belinelli,57,0.8,44,48,45.8,-9.8
2006,Antonio Burks,57,0.8,48,61,39.3,-14.5
2020,Jevon Carter,58,0.8,46,58,39.7,-16
2016,Pablo Prigioni,59,0.8,48,42,57.1,3.2
2020,Patrick Patterson,59,0.8,50,47,53.2,-2.5
2002,Rick Brunson,59,0.8,46,48,47.9,-4.7
2001,Hersey Hawkins,59,0.8,50,51,49,-3
2001,Jonathan Bender,59,0.8,50,63,39.7,-12.3
2019,Jerian Grant,60,0.8,50,54,46.3,-9.3
2001,Jamal Crawford,61,0.8,48,66,36.4,-15.6
2017,Wayne Ellington,62,0.8,52,38,68.4,13.3
2011,Francisco Elson,62,0.8,48,41,58.5,4.1
2011,Pooh Jeter,62,0.8,50,52,48.1,-6.4
2006,Mark Madsen,62,0.8,52,55,47.3,-6.6
2015,Luke Babbitt,63,0.8,48,54,44.4,-9.1
2012,Chris Duhon,63,0.8,48,55,43.6,-9.8
1998,Fred Hoiberg,65,0.8,50,53,47.2,-6.2
1998,Harvey Grant,65,0.8,54,54,50,-3.3
2008,Travis Diener,66,0.8,52,53,49.1,-5.4
2006,Jason Hart,66,0.8,52,59,44.1,-9.8
2005,Darrell Armstrong,66,0.8,52,68,38.2,-14.9
2017,Davis Bertans,67,0.8,54,45,60,4.8
2000,Vinny Del Negro,67,0.8,56,57,49.1,-3.8
2011,Sasha Vujacic,67,0.8,56,64,43.8,-10.7
2014,Dorell Wright,68,0.8,54,53,50.9,-3.1
2016,Anthony Morrow,68,0.8,54,63,42.9,-11.1
2020,Semi Ojeleye,69,0.8,52,55,47.3,-8.4
2004,Jacque Vaughn,71,0.8,56,65,43.1,-8.9
1998,Brian Evans,72,0.8,58,71,40.8,-12.5
2018,Kyle Korver,73,0.8,56,44,63.6,8.3
2014,Shane Battier,73,0.8,62,56,55.4,1.3
2018,Alex Abrines,75,0.8,58,55,52.7,-2.6
2004,Anthony Peeler,75,0.8,58,64,45.3,-6.7
2009,Daequan Cook,75,0.8,58,73,39.7,-14.7
2005,Fred Hoiberg,76,0.8,58,55,52.7,-0.4
2001,Chris Childs,77,0.8,64,74,43.2,-8.8
2011,Mike Bibby,80,0.8,66,56,58.9,4.5
2000,Muggsy Bogues,80,0.8,64,66,48.5,-4.5
2002,Pat Garrity,80,0.8,62,68,45.6,-7.1
2006,Eddie House,81,0.8,68,79,43,-10.8
2008,Bruce Bowen,81,0.8,68,83,41,-13.5
2000,Terry Mills,82,0.8,64,64,50,-3
2018,Patrick Patterson,82,0.8,66,77,42.9,-12.5
1997,Danny Ferry,82,0.8,64,112,28.6,-23.4
2022,DaQuan Jeffries,3,0.7,2,1,100,43.4
2022,Jarron Cumberland,3,0.7,2,1,100,43.4
2020,Kyle Guy,3,0.7,2,1,100,44.4
2019,Trevon Duval,3,0.7,2,1,100,44.4
2018,Tim Quarterman,3,0.7,2,1,100,44.7
2015,Eric Moreland,3,0.7,2,1,100,46.5
2015,Sim Bhullar,3,0.7,2,1,100,46.5
2013,Chris Wright,3,0.7,2,1,100,46.3
2003,Charles Smith,3,0.7,2,1,100,47.5
2002,Mike Penberthy,3,0.7,2,1,100,47.4
2001,Mamadou N'diaye,3,0.7,2,1,100,48
2000,Marty Conlon,3,0.7,2,1,100,47
1998,Donald Whiteside,3,0.7,2,1,100,46.7
1997,Larry Krystkowiak,3,0.7,2,1,100,48
2020,Jared Harper,3,0.7,2,2,50,-5.6
2020,Tariq Owens,3,0.7,2,2,50,-5.6
2011,Ronald Dupree,3,0.7,2,2,50,-4.5
2011,Orien Greene,3,0.7,2,2,50,-4.5
2009,Joey Dorsey,3,0.7,2,2,50,-4.4
2009,Desmon Farmer,3,0.7,2,2,50,-4.4
2007,Sean Marks,3,0.7,2,2,50,-4.8
2006,Sharrod Ford,3,0.7,2,2,50,-3.9
1999,Jamie Watson,3,0.7,2,2,50,-1.9
2022,Tremont Waters,3,0.7,2,3,33.3,-23.3
2018,Josh Smith,3,0.7,2,3,33.3,-22
2017,Justin Harper,3,0.7,2,3,33.3,-21.8
2014,Reggie Williams,3,0.7,2,3,33.3,-20.7
2013,Tim Ohlbrecht,3,0.7,2,3,33.3,-20.4
2002,Ernest Brown,3,0.7,2,3,33.3,-19.3
2000,Benoit Benjamin,3,0.7,2,3,33.3,-19.6
2000,Wayne Turner,3,0.7,2,3,33.3,-19.6
1997,Ennis Whatley,3,0.7,2,3,33.3,-18.7
2021,Didi Louzada,3,0.7,2,4,25,-31.1
2015,David Stockton,3,0.7,2,4,25,-28.5
2011,Craig Brackins,3,0.7,2,5,20,-34.5
1999,Willie Burton,3,0.7,2,5,20,-31.9
2020,Luka Samanic,3,0.7,2,7,14.3,-41.4
2004,Damone Brown,3,0.7,2,8,12.5,-39.5
2005,Geno Carlisle,6,0.7,4,2,100,46.9
2004,Dan Langhi,6,0.7,4,2,100,48
2018,James Young,6,0.7,4,3,66.7,11.3
2006,Josh Davis,6,0.7,4,3,66.7,12.8
1999,Paul Grant,6,0.7,4,3,66.7,14.8
1998,Greg Graham,6,0.7,4,3,66.7,13.3
2018,Okaro White,6,0.7,4,4,50,-5.3
2018,Joel Bolomboy,6,0.7,4,4,50,-5.3
2009,Eddie Gill,6,0.7,4,4,50,-4.4
2005,Peter John Ramos,6,0.7,4,4,50,-3.1
2001,Etdrick Bohannon,6,0.7,4,4,50,-2
2016,Branden Dawson,6,0.7,4,5,40,-14
2002,Ike Fontaine,6,0.7,4,5,40,-12.6
2000,Donny Marshall,6,0.7,4,5,40,-13
2000,Johnny Taylor,6,0.7,4,5,40,-13
2017,Reggie Williams,6,0.7,4,6,33.3,-21.8
2015,Lucas Nogueira,6,0.7,4,6,33.3,-20.2
2012,Justin Dentmon,6,0.7,4,6,33.3,-20.1
2006,Maciej Lampe,6,0.7,4,7,28.6,-25.3
2005,Britton Johnsen,6,0.7,4,7,28.6,-24.5
2004,Troy Bell,6,0.7,4,8,25,-27
2008,Shareef Abdur-Rahim,6,0.7,4,9,22.2,-32.2
2021,Justin Robinson,9,0.7,6,4,75,18.9
2013,Tyler Honeycutt,9,0.7,6,5,60,6.3
2004,Derrick Dial,9,0.7,6,7,42.9,-9.2
1997,Earl Cureton,9,0.7,6,7,42.9,-9.2
2022,Marko Simonovic,9,0.7,6,8,37.5,-19.1
2018,Tony Bradley,9,0.7,6,9,33.3,-22
2021,Jontay Porter,11,0.7,8,5,80,23.9
2010,Patrick O'Bryant,11,0.7,8,7,57.1,1.7
2007,James Lang,11,0.7,8,8,50,-4.8
2003,Antoine Rigaudeau,11,0.7,8,8,50,-2.5
2022,Myles Powell,11,0.7,8,9,44.4,-12.2
2020,Quinndary Weatherspoon,11,0.7,8,10,40,-15.6
2020,Antonius Cleveland,11,0.7,8,10,40,-15.6
2012,Andres Nocioni,11,0.7,8,10,40,-13.4
2005,Mamadou N'diaye,11,0.7,8,10,40,-13.1
2013,Dexter Pittman,11,0.7,8,11,36.4,-17.3
2007,Ivan McFarlin,11,0.7,8,11,36.4,-18.4
2002,Norman Richardson,11,0.7,8,11,36.4,-16.3
2005,Darrick Martin,11,0.7,8,12,33.3,-19.8
2003,Amal McCaskill,11,0.7,8,17,23.5,-29
2016,Jorge Gutierrez,12,0.7,8,4,100,46
2006,Jamal Sampson,12,0.7,8,6,66.7,12.8
2011,DeMarre Carroll,12,0.7,8,8,50,-4.5
2018,Bruno Caboclo,12,0.7,8,9,44.4,-10.9
1997,Fred Roberts,12,0.7,8,9,44.4,-7.6
2015,Chris Douglas-Roberts,12,0.7,8,13,30.8,-22.7
1998,George Zidek,12,0.7,8,18,22.2,-31.1
2020,Vlatko Cancar,14,0.7,10,8,62.5,6.9
1998,Rusty LaRue,14,0.7,10,9,55.6,2.2
2013,Josh Childress,14,0.7,10,12,41.7,-12
2007,Slava Medvedenko,14,0.7,10,12,41.7,-13.1
2013,Miles Plumlee,14,0.7,10,13,38.5,-15.2
2018,Thomas Bryant,15,0.7,10,7,71.4,16.1
2018,Malcolm Miller,15,0.7,10,7,71.4,16.1
2010,Brian Cook,15,0.7,10,8,62.5,7.1
2012,Josh Davis,15,0.7,10,11,45.5,-8
2012,Tyler Honeycutt,15,0.7,10,12,41.7,-11.8
2008,Mike Wilks,15,0.7,10,12,41.7,-12.8
2001,Doug West,15,0.7,10,12,41.7,-10.3
1998,Dontae' Jones,15,0.7,10,12,41.7,-11.7
2003,Cezary Trybanski,15,0.7,10,14,35.7,-16.8
2016,Russ Smith,15,0.7,10,15,33.3,-20.7
2012,Carldell Johnson,15,0.7,10,16,31.3,-22.2
2016,Cleanthony Early,17,0.7,12,13,46.2,-7.8
2018,Derrick White,17,0.7,12,14,42.9,-12.5
2009,Lorenzen Wright,17,0.7,12,14,42.9,-11.6
2000,Mirsad Turkcan,17,0.7,12,14,42.9,-10.1
2003,Evan Eschmeyer,17,0.7,12,15,40,-12.5
2006,Nikoloz Tskitishvili,17,0.7,12,17,35.3,-18.6
2022,Mychal Mulder,17,0.7,12,19,31.6,-25
2008,Lorenzen Wright,18,0.7,12,14,42.9,-11.6
2001,Jim McIlvaine,18,0.7,12,16,37.5,-14.5
2021,Tyler Bey,18,0.7,12,17,35.3,-20.8
1999,Ryan Stack,18,0.7,12,21,28.6,-23.3
2006,Arvydas Macijauskas,19,0.7,14,10,70,16.1
2009,Anthony Tolliver,19,0.7,14,11,63.6,9.2
2007,Matt Freije,19,0.7,14,17,41.2,-13.6
2022,Kyle Guy,19,0.7,14,19,36.8,-19.8
2016,Mitch McGary,20,0.7,14,12,58.3,4.3
2010,Danny Green,20,0.7,14,12,58.3,2.9
2007,Uros Slokar,20,0.7,14,12,58.3,3.6
2006,Dorell Wright,20,0.7,14,13,53.8,0
1998,Xavier McDaniel,20,0.7,14,13,53.8,0.5
1997,Ben Davis,20,0.7,14,18,38.9,-13.1
2005,Wang Zhi-zhi,20,0.7,14,19,36.8,-16.3
2014,Jamaal Franklin,21,0.7,14,14,50,-4
2004,Chris Jefferies,21,0.7,14,15,46.7,-5.3
2012,Luke Harangody,21,0.7,14,20,35,-18.4
2014,Jason Collins,22,0.7,16,13,61.5,7.5
2002,Bruno Sundov,22,0.7,16,15,53.3,0.7
2017,Malachi Richardson,22,0.7,16,17,47.1,-8.1
2011,DaJuan Summers,22,0.7,16,20,40,-14.5
2005,Justin Reed,23,0.7,16,14,57.1,4
2016,C.J. Wilcox,23,0.7,16,16,50,-4
1998,James Collins,23,0.7,16,19,42.1,-11.2
2007,Cedric Bozeman,23,0.7,16,20,40,-14.8
2017,Georges Niang,23,0.7,16,23,34.8,-20.4
1997,Kevin Salvadori,23,0.7,16,23,34.8,-17.2
2000,Sam Mack,23,0.7,16,24,33.3,-19.6
1999,Corey Beck,24,0.7,16,14,57.1,5.3
2022,Kevin Pangos,24,0.7,16,17,47.1,-9.6
1999,Damon Jones,24,0.7,16,28,28.6,-23.3
2006,Awvee Storey,25,0.7,18,10,90,36.1
2006,Sean Marks,25,0.7,18,12,75,21.1
2016,Sasha Kaun,25,0.7,18,16,56.3,2.3
2002,Michael Bradley,26,0.7,18,16,56.3,3.6
2019,Khyri Thomas,26,0.7,18,22,40.9,-14.6
2001,Michael Stewart,26,0.7,18,22,40.9,-11.1
2017,Treveon Graham,27,0.7,18,19,47.4,-7.8
2001,Ira Newble,27,0.7,20,21,47.6,-4.4
2006,Mateen Cleaves,27,0.7,20,27,37,-16.8
2021,Juwan Morgan,29,0.7,20,16,62.5,6.4
2014,Bernard James,30,0.7,22,21,52.4,-1.7
2006,Lindsey Hunter,30,0.7,20,25,40,-13.9
2001,Tim James,30,0.7,20,31,32.3,-19.8
2022,Ed Davis,31,0.7,22,16,68.8,12.1
2022,Keljin Blevins,31,0.7,22,31,35.5,-21.1
1998,Mahmoud Abdul-Rauf,31,0.7,22,33,33.3,-20
1997,Ashraf Amaya,31,0.7,22,34,32.4,-19.7
2012,Brian Cook,32,0.7,22,21,52.4,-1.1
2018,Guerschon Yabusele,33,0.7,22,17,64.7,9.4
2006,Calvin Booth,33,0.7,24,20,60,6.1
1999,Rex Walters,33,0.7,24,24,50,-1.9
2020,Admiral Schofield,33,0.7,24,25,48,-7.6
2001,Joel Przybilla,33,0.7,24,35,34.3,-17.7
2022,Leandro Bolmaro,35,0.7,24,29,41.4,-15.2
1997,Walter McCarty,35,0.7,24,29,41.4,-10.6
2012,Jon Brockman,35,0.7,24,32,37.5,-15.9
2002,Mookie Blaylock,35,0.7,26,32,40.6,-12
2006,Ira Newble,36,0.7,24,24,50,-3.9
2006,Walter McCarty,36,0.7,26,31,41.9,-11.9
2022,Killian Tillie,36,0.7,26,32,40.6,-16
2004,J.R. Bremer,36,0.7,26,44,29.5,-22.5
2008,Brian Cardinal,37,0.7,26,26,50,-4.5
2000,Rick Brunson,37,0.7,26,28,46.4,-6.5
1998,Chris Garner,38,0.7,26,30,43.3,-10
2005,Andre Barrett,38,0.7,26,32,40.6,-12.5
2013,Jared Jeffries,38,0.7,26,33,39.4,-14.3
2009,Brian Scalabrine,39,0.7,28,20,70,15.6
2013,DeAndre Liggins,39,0.7,26,25,52,-1.7
2022,Kent Bazemore,39,0.7,26,40,32.5,-24.1
2019,Jevon Carter,39,0.7,26,45,28.9,-26.7
1998,Kevin Edwards,39,0.7,26,48,27.1,-26.2
2021,Langston Galloway,40,0.7,28,29,48.3,-7.8
2017,Jose Calderon,41,0.7,30,23,65.2,10.1
2013,Cartier Martin,41,0.7,30,35,42.9,-10.8
1997,Rafael Addison,41,0.7,30,47,31.9,-20.1
2020,Gary Clark,42,0.7,28,19,73.7,18
2018,Marcus Georges-Hunt,42,0.7,30,25,60,4.7
2022,Wayne Ellington,43,0.7,28,19,73.7,17.1
2005,Richie Frahm,43,0.7,28,31,45.2,-7.9
2000,Loy Vaught,43,0.7,28,32,43.8,-9.2
2001,Eldridge Recasner,43,0.7,28,39,35.9,-16.1
2016,Sonny Weems,43,0.7,32,40,40,-14
2014,Wayne Ellington,45,0.7,30,26,57.7,3.7
2022,Quentin Grimes,46,0.7,30,27,55.6,-1.1
2016,Kirk Hinrich,46,0.7,32,42,38.1,-15.9
2001,Kevin Edwards,46,0.7,30,51,29.4,-22.6
2020,Troy Daniels,47,0.7,32,27,59.3,3.6
2011,Hasheem Thabeet,47,0.7,32,37,43.2,-11.2
2017,Brandon Rush,47,0.7,32,42,38.1,-17.1
2000,Scott Padgett,47,0.7,34,52,32.7,-20.3
2000,Doug Overton,48,0.7,34,45,37.8,-15.2
2004,Eric Piatkowski,49,0.7,32,31,51.6,-0.4
2003,Damon Jones,49,0.7,36,32,56.3,3.7
2012,Vladimir Radmanovic,49,0.7,36,40,45,-8.4
2009,Malik Allen,49,0.7,36,45,40,-14.4
2008,Rasual Butler,51,0.7,34,38,44.7,-9.7
2021,Mike Scott,51,0.7,38,40,47.5,-8.6
2010,Kyle Korver,52,0.7,34,30,56.7,1.3
2022,Rodney Hood,52,0.7,38,34,55.9,-0.7
2009,Adam Morrison,52,0.7,34,43,39.5,-14.9
2001,Mike Penberthy,53,0.7,38,38,50,-2
2004,Richie Frahm,54,0.7,36,27,66.7,14.7
2014,Steve Blake,55,0.7,40,41,48.8,-5.3
2002,Dell Curry,56,0.7,38,33,57.6,4.9
2022,Davis Bertans,56,0.7,38,38,50,-6.6
2001,Jud Buechler,57,0.7,38,34,55.9,3.9
2021,Davis Bertans,57,0.7,42,36,58.3,2.2
2008,Jason Hart,57,0.7,40,52,38.5,-16
2017,Denzel Valentine,57,0.7,40,53,37.7,-17.4
2016,Steve Blake,58,0.7,42,37,56.8,2.8
2021,Wesley Matthews,58,0.7,42,41,51.2,-4.9
2002,Brian Shaw,58,0.7,42,53,39.6,-13
2021,Jevon Carter,60,0.7,40,36,55.6,-0.6
2018,Terrance Ferguson,61,0.7,42,34,61.8,6.4
2000,Walter McCarty,61,0.7,44,47,46.8,-6.2
2002,Bryce Drew,61,0.7,40,48,41.7,-11
1998,Chuck Person,61,0.7,40,52,38.5,-14.9
2003,John Salmons,64,0.7,42,42,50,-2.5
2001,Sam Perkins,64,0.7,42,53,39.6,-12.4
2007,Jacque Vaughn,64,0.7,46,61,37.7,-17
2005,Scott Padgett,66,0.7,48,53,45.3,-7.8
2015,Pablo Prigioni,67,0.7,46,42,54.8,1.3
2015,Matthew Dellavedova,67,0.7,44,84,26.2,-27.3
2017,Wesley Johnson,68,0.7,50,36,69.4,14.3
2007,David Noel,68,0.7,46,53,43.4,-11.4
2019,Darius Miller,69,0.7,46,47,48.9,-6.6
2018,Josh Huestis,69,0.7,50,59,42.4,-13
2005,Adrian Griffin,69,0.7,50,63,39.7,-13.4
2008,Jarron Collins,70,0.7,46,37,62.2,7.7
2003,Bryon Russell,70,0.7,52,61,42.6,-9.9
2006,Brian Scalabrine,71,0.7,50,44,56.8,2.9
2005,Lucious Harris,73,0.7,48,56,42.9,-10.2
2005,Eddie Gill,73,0.7,48,60,40,-13.1
2017,Malcolm Delaney,73,0.7,54,78,34.6,-20.5
2017,Jason Terry,74,0.7,50,52,48.1,-7.1
2002,Sam Mitchell,74,0.7,54,56,48.2,-4.4
2014,Garrett Temple,75,0.7,50,49,51,-3
2006,James Jones,75,0.7,56,60,46.7,-7.2
2013,Jason Kidd,76,0.7,50,47,53.2,-0.5
2013,D.J. Augustin,76,0.7,54,72,37.5,-16.2
2003,Michael Curry,78,0.7,58,59,49.2,-3.3
2018,Troy Daniels,79,0.7,54,59,45.8,-9.6
2016,Kyle Korver,80,0.7,54,51,52.9,-1
2016,Joe Ingles,81,0.7,58,45,64.4,10.5
2011,Keith Bogans,82,0.7,56,46,60.9,6.4
2001,Sam Mitchell,82,0.7,54,57,47.4,-4.6
1998,Chris Whitney,82,0.7,60,68,44.1,-9.2
2004,Desmond Ferguson,7,0.6,4,2,100,48
2003,Ruben Wolkowyski,7,0.6,4,2,100,47.5
2013,Keyon Dooling,7,0.6,4,3,66.7,13
2007,Doug Christie,7,0.6,4,3,66.7,11.9
2022,Justin Jackson,7,0.6,4,4,50,-6.6
2020,Jarrod Uthoff,7,0.6,4,4,50,-5.6
2010,Kareem Rush,7,0.6,4,4,50,-5.4
2008,Loren Woods,7,0.6,4,4,50,-4.5
2004,Mengke Bateer,7,0.6,4,4,50,-2
2020,Lance Thomas,7,0.6,4,5,40,-15.6
2013,Chris Quinn,7,0.6,4,5,40,-13.7
2007,Pape Sow,7,0.6,4,6,33.3,-21.4
2005,Torraye Braggs,7,0.6,4,6,33.3,-19.8
2006,Doug Christie,7,0.6,4,7,28.6,-25.3
2001,Tom Hammonds,7,0.6,4,7,28.6,-23.4
1999,Scott Williams,7,0.6,4,7,28.6,-23.3
1999,Mark Macon,7,0.6,4,7,28.6,-23.3
2007,Aaron McKie,10,0.6,6,3,100,45.2
2007,Yaroslav Korolev,10,0.6,6,4,75,20.2
2019,Davon Reed,10,0.6,6,5,60,4.4
2015,Earl Clark,10,0.6,6,5,60,6.5
2011,Darius Songaila,10,0.6,6,6,50,-4.5
2020,Louis King,10,0.6,6,7,42.9,-12.8
2004,Maurice Carter,10,0.6,6,7,42.9,-9.2
2005,Luke Jackson,10,0.6,6,8,37.5,-15.6
2005,Mark Jones,10,0.6,6,9,33.3,-19.8
2000,Trajan Langdon,10,0.6,6,9,33.3,-19.6
2022,Louis King,10,0.6,6,10,30,-26.6
2020,Charlie Brown Jr.,10,0.6,6,10,30,-25.6
1998,Yinka Dare,10,0.6,6,15,20,-33.3
1998,Jeff Nordgaard,13,0.6,8,5,80,26.7
2022,Petr Cornelie,13,0.6,8,6,66.7,10
2007,Marcus Vinicius,13,0.6,8,6,66.7,11.9
1998,Willie Burton,13,0.6,8,7,57.1,3.8
2015,Elliot Williams,13,0.6,8,9,44.4,-9.1
2010,Byron Mullens,13,0.6,8,9,44.4,-11
2018,Alfonzo McKinnie,14,0.6,8,5,80,24.7
2001,Sam Jacobson,14,0.6,8,7,57.1,5.1
2019,Naz Mitrou-Long,14,0.6,8,9,44.4,-11.1
2008,Cedric Simmons,14,0.6,8,9,44.4,-10
1999,Loren Meyer,14,0.6,8,9,44.4,-7.4
2006,Dwayne Jones,14,0.6,8,10,40,-13.9
2017,Anderson Varejao,14,0.6,8,12,33.3,-21.8
2006,Julius Hodge,14,0.6,8,12,33.3,-20.5
2015,Ognjen Kuzmic,16,0.6,10,8,62.5,9
2017,Tim Quarterman,16,0.6,10,10,50,-5.2
2006,John Thomas,16,0.6,10,12,41.7,-12.2
2006,Melvin Sanders,16,0.6,10,13,38.5,-15.4
1998,Jack Haley,16,0.6,10,14,35.7,-17.6
2011,DeSagana Diop,16,0.6,10,15,33.3,-21.1
2005,Cory Alexander,16,0.6,10,15,33.3,-19.8
2008,Anfernee Hardaway,16,0.6,10,16,31.3,-23.2
2015,Greg Stiemsma,17,0.6,10,7,71.4,17.9
2013,Kevin Murphy,17,0.6,10,7,71.4,17.7
2008,Coby Karl,17,0.6,10,10,50,-4.5
2003,Rick Brunson,17,0.6,10,10,50,-2.5
2002,Damone Brown,17,0.6,10,10,50,-2.6
2003,Oscar Torres,17,0.6,10,12,41.7,-10.8
1999,Rick Brunson,17,0.6,10,12,41.7,-10.2
2008,Darrick Martin,17,0.6,10,13,38.5,-16
2012,Marcus Morris Sr.,17,0.6,10,14,35.7,-17.7
2018,Kadeem Allen,18,0.6,10,9,55.6,0.2
2002,Doug Overton,18,0.6,10,9,55.6,2.9
2010,Marcus Landry,18,0.6,10,11,45.5,-9.9
2020,Amile Jefferson,18,0.6,10,13,38.5,-17.2
2006,Ervin Johnson,18,0.6,10,14,35.7,-18.2
1998,Nate McMillan,18,0.6,10,15,33.3,-20
2007,Kelvin Cato,18,0.6,10,18,27.8,-27
2018,Darrell Arthur,19,0.6,12,9,66.7,11.3
2007,Bracey Wright,19,0.6,12,10,60,5.2
2003,Fred Jones,19,0.6,12,13,46.2,-6.3
2022,Haywood Highsmith,19,0.6,12,15,40,-16.6
1999,David Wingate,20,0.6,12,10,60,8.1
2005,Allan Houston,20,0.6,12,15,40,-13.1
2002,Dean Oliver,20,0.6,12,15,40,-12.6
2007,Eric Williams,21,0.6,12,12,50,-4.8
2013,Jeremy Tyler,21,0.6,12,15,40,-13.7
2002,Joe Crispin,21,0.6,12,17,35.3,-17.4
2015,Shavlik Randolph,21,0.6,12,26,23.1,-30.4
2018,D.J. Wilson,22,0.6,14,8,87.5,32.2
2004,Bimbo Coles,22,0.6,14,9,77.8,25.8
2001,Rick Brunson,22,0.6,14,13,53.8,1.8
2014,Austin Daye,22,0.6,14,15,46.7,-7.4
2006,Charles Smith,22,0.6,14,17,41.2,-12.7
2006,Stephen Graham,22,0.6,14,20,35,-18.9
2005,Matt Freije,23,0.6,14,21,33.3,-19.8
1998,Charles Jones,24,0.6,14,9,77.8,24.5
2016,Chris Copeland,24,0.6,14,11,63.6,9.7
2014,Tony Mitchell,24,0.6,14,12,58.3,4.3
2007,Scot Pollard,24,0.6,14,16,43.8,-11
2011,Garrett Temple,24,0.6,14,18,38.9,-15.6
2008,Michael Doleac,24,0.6,14,18,38.9,-15.6
2018,Alex Poythress,25,0.6,14,13,53.8,-1.5
2013,Vladimir Radmanovic,25,0.6,14,13,53.8,0.1
2019,Ryan Anderson,25,0.6,14,15,46.7,-8.9
2010,Lester Hudson,25,0.6,16,15,53.3,-2.1
2005,Billy Thomas,25,0.6,16,15,53.3,0.2
2022,Justin Robinson,25,0.6,14,18,38.9,-17.7
2010,Kevin Ollie,25,0.6,16,18,44.4,-11
2009,Alex Acker,25,0.6,14,23,30.4,-24
2000,Tim Young,25,0.6,16,26,30.8,-22.2
1999,Terry Dehere,26,0.6,16,13,61.5,9.7
2004,Mike Wilks,26,0.6,16,16,50,-2
2003,Bruno Sundov,26,0.6,16,21,38.1,-14.4
2013,Dominic McGuire,26,0.6,16,25,32,-21.7
2018,Malachi Richardson,26,0.6,16,27,29.6,-25.7
1998,Herb Williams,27,0.6,16,14,57.1,3.8
2021,Paul Watson,27,0.6,16,16,50,-6.1
2012,Tony Battie,27,0.6,16,17,47.1,-6.4
2003,Olumide Oyedeji,27,0.6,16,19,42.1,-10.4
2000,Rafer Alston,27,0.6,16,26,30.8,-22.2
2012,Brian Scalabrine,28,0.6,16,13,61.5,8.1
2009,Lindsey Hunter,28,0.6,18,17,52.9,-1.5
1998,Mark Pope,28,0.6,18,17,52.9,-0.4
2010,Darnell Jackson,28,0.6,16,20,40,-15.4
1998,Kiwane Garris,28,0.6,16,22,36.4,-17
2006,Eric Piatkowski,29,0.6,16,13,61.5,7.7
2008,Von Wafer,29,0.6,16,17,47.1,-7.4
2018,Ron Baker,29,0.6,16,21,38.1,-17.2
2002,Obinna Ekezie,29,0.6,16,22,36.4,-16.3
2012,Cory Joseph,29,0.6,16,27,29.6,-23.8
2016,Anthony Brown,29,0.6,18,29,31,-22.9
2015,Ian Clark,30,0.6,18,17,52.9,-0.6
2007,Damir Markota,30,0.6,18,19,47.4,-7.4
2015,James Young,31,0.6,20,15,66.7,13.2
2002,Matt Bullard,31,0.6,18,17,52.9,0.3
2019,Alex Abrines,31,0.6,20,20,50,-5.6
2011,Eduardo Najera,31,0.6,20,22,45.5,-9
2009,Alexis Ajinca,31,0.6,18,22,40.9,-13.5
2004,Jabari Smith,31,0.6,20,22,45.5,-6.6
2004,Jannero Pargo,31,0.6,20,32,31.3,-20.8
2012,Ryan Gomes,32,0.6,20,17,58.8,5.4
2018,Aaron Brooks,32,0.6,18,22,40.9,-14.4
1999,B.J. Armstrong,32,0.6,20,23,43.5,-8.4
1997,John Long,32,0.6,18,28,32.1,-19.9
2006,Richie Frahm,33,0.6,20,14,71.4,17.6
2017,Joe Young,33,0.6,20,24,41.7,-13.5
2014,Gigi Datome,34,0.6,22,16,68.8,14.7
2010,Jarron Collins,34,0.6,22,26,42.3,-13.1
